软件,82214
五星,42830
哈哈哈,40403
学生,37907
学习,37057
好评,36944
老师,33035
真的,32216
哈哈哈哈,31545
垃圾,29612
一个,28200
什么,27407
分期,25428
没有,22401
上课,21456
作业,17355
加油,17057
功能,16983
感谢,15919
打卡,15406
不能,15381
不错,15360
非常,15292
直播,14974
希望,13663
谢谢,13375
方便,13137
不好,13060
不想,12001
付款,11036
！:,10913
不要,10746
喜欢,10729
觉得,10615
分期付款,10433
视频,10364
孩子,10132
上网,10095
时间,10028
一下,9902
为什么,9898
一次,9856
知道,9656
真好,9589
每天,9584
在家,9485
疫情,9336
学校,9192
假期,9180
现在,9132
办公,9013
工作,8949
怎么,8664
好好,8572
app,8466
评分,8313
真是,8305
问题,8199
看到,8144
小学,7884
小学生,7315
啊啊啊,6997
东西,6962
。:,6873
手机,6850
！！！,6777
很多,6715
评论,6636
支持,6516
不用,6414
使用,6403
一点,6169
其实,6125
必须,5980
下载,5800
天天,5758
不知,5684
特别,5655
付清,5512
开发,5210
同学,5151
寒假,5149
快乐,5076
太好了,5062
个人,4962
建议,4956
……,4948
生活,4884
今天,4826
感觉,4820
恶意,4799
太棒,4757
不会,4737
起来,4664
丁丁,4651
本来,4537
上班,4489
太棒了,4486
充实,4469
不了,4395
一天,4360
会议,4277
可爱,4246
应该,4199
容易,4198
评价,4153
一直,4145
已经,4096
平台,4038
家长,4037
很棒,3990
阿里,3977
可怜,3954
公司,3927
只能,3858
开学,3832
讨厌,3824
开心,3781
消息,3741
需要,3642
有点,3639
这种,3624
！！,3565
教育,3563
一定,3526
强大,3511
一颗,3466
系统,3460
隐私,3455
爸爸,3452
良心,3374
不容,3372
显示,3334
声音,3319
恶心,3316
？:,3287
第一,3263
不行,3139
期间,3112
小时,3109
叮叮,3090
不到,3057
想学,3048
可能,3028
好学,3001
玩意,2984
确实,2970
体验,2916
努力,2912
天都,2911
帮助,2889
辛苦,2886
是因为,2861
上学,2849
一分,2821
分钟,2789
企业,2776
网络,2775
电脑,2766
麻烦,2766
优秀,2742
改进,2725
实在,2644
太多,2635
一款,2633
好好学,2626
提交,2625
以后,2623
实用,2615
一名,2602
应用,2583
更新,2581
中国,2551
信息,2551
程序,2551
看见,2546
视频会议,2528
蝙蝠,2523
在线,2518
回放,2510
直接,2509
好好学习,2504
家里,2503
继续,2485
无法,2439
感受,2438
摄像,2430
像头,2388
摄像头,2384
用户,2377
设计,2363
影响,2359
挺好用,2348
游戏,2347
十分,2340
无语,2317
水军,2313
这款,2303
APP,2285
tm,2276
有人,2254
人员,2230
高三,2213
员工,2205
简直,2198
每次,2185
朋友,2177
效率,2176
打开,2167
见到,2146
开发者,2130
提供,2130
bug,2126
最后,2118
不分,2108
提醒,2083
出现,2082
一起,2072
毕竟,2057
工具,2055
强制,2052
文件,2033
不可,2025
解决,2025
知识,2020
定位,2000
越来,1986
网上,1982
越来越,1978
之后,1949
更好,1945
屏幕,1942
求饶,1942
官方,1939
能够,1938
明明,1932
祖国,1926
完全,1924
五次,1924
没了,1923
管理,1919
人性,1918
超级,1900
之前,1893
意思,1890
时期,1886
发现,1881
真棒,1877
要求,1876
情况,1861
延迟,1850
早上,1848
沉迷,1844
过来,1843
钉好,1834
赶紧,1834
眼睛,1832
界面,1815
早日,1815
原因,1814
真是太,1806
服务,1804
暑假,1790
同学们,1763
社会,1751
不学,1747
不停,1747
大学,1745
通知,1744
设置,1714
严重,1709
TM,1702
必要,1696
健康,1689
办法,1686
里面,1686
后台,1686
电话,1677
最好,1672
签到,1669
没用,1663
老板,1662
钉下,1660
提示,1658
根本,1642
带来,1637
武汉,1633
选择,1631
好听,1630
理解,1628
值得,1621
低分,1621
实话,1613
产品,1612
阿里巴巴,1609
资本,1598
是不是,1592
比较,1588
自动,1586
听课,1585
好多,1583
反正,1573
最近,1563
有时候,1560
认为,1560
防沉迷,1558
？？？,1551
特殊,1549
地方,1547
程序员,1547
休息,1538
第一次,1528
经常,1525
亲爱,1522
心情,1522
！！！:,1520
浪费,1514
事情,1509
真心,1506
太差,1502
正常,1485
要用,1482
再也,1472
听到,1470
鬼畜,1467
重要,1465
未来,1453
变得,1445
机会,1443
看看,1428
定要,1404
聊天,1391
越好,1391
退出,1389
不开,1388
齐全,1385
明白,1382
呜呜,1373
国家,1371
难道,1368
团队,1367
太太,1360
初三,1349
早起,1349
有用,1348
突然,1348
布置,1347
棒棒,1347
总是,1330
重新,1322
五分,1317
领导,1312
写作,1307
高考,1307
晚上,1306
无聊,1305
决定,1303
全家,1299
青春,1298
以前,1296
！！！！,1292
世界,1291
人类,1289
无辜,1287
课堂,1286
还行,1284
优化,1283
跟风,1283
上传,1282
认真,1281
功能强大,1280
侵犯,1276
更加,1273
增加,1272
几个,1271
方式,1271
花朵,1266
习惯,1266
没什么,1261
放假,1260
为啥,1259
考试,1257
美好,1257
说实话,1250
方面,1249
部分,1247
更多,1246
完美,1246
真不,1243
不出,1239
星星,1239
记录,1236
起床,1234
想到,1229
导致,1227
不多,1227
天上,1226
快捷,1225
很大,1224
？？,1216
推荐,1216
结束,1210
模式,1205
考虑,1200
教学,1198
脑子,1197
卡卡,1197
内容,1192
作人,1191
校本,1187
不让,1186
不够,1185
下去,1184
厉害,1174
行为,1173
家学,1169
提高,1167
成年,1167
毕业,1161
客观,1159
打分,1159
看着,1154
完成,1150
担心,1145
对不起,1144
一次性,1141
课时,1140
还好,1139
中生,1138
居然,1132
过分,1132
班级,1129
不得不,1120
心疼,1118
高效,1116
成功,1109
人性化,1108
进行,1108
完善,1107
难用,1106
进去,1103
妈妈,1098
烦死,1097
肯定,1091
停课,1091
理由,1091
绝对,1090
变成,1089
中考,1087
停学,1087
算了,1087
太卡,1086
自由,1083
终于,1080
每个,1077
两个,1076
存在,1073
观看,1072
病毒,1068
听说,1066
支付,1062
三多,1056
本家,1056
小朋友,1055
资本家,1054
，:,1054
上班族,1049
黑屏,1045
读书,1045
想想,1037
老子,1033
卸载,1032
关系,1031
免费,1025
分屏,1021
苹果,1020
相信,1019
耽误,1017
lj,1015
奥利,1013
五颗,1010
神仙,1006
愿意,1005
上面,1005
iPad,1004
天一,1000
干嘛,998
出去,991
没办,989
心软,983
工作人员,980
满意,980
便利,978
不下,972
发泄,967
高中,966
气死,966
课程,964
没想,960
下次,960
成绩,958
保护,953
考勤,952
不应,949
任务,947
一群,943
App,942
适合,937
自愿,935
如题,933
慈祥,929
good,928
QQ,928
压力,927
一句,927
一节,924
放过,923
好几,921
五颗星,920
便捷,912
几天,910
简单,910
人生,910
想要,909
开会,909
年级,908
下班,908
睡觉,908
难受,905
快下,902
拥有,901
嘻嘻,897
……:,893
理智,892
图片,890
你好,890
页面,889
主义,887
大学生,886
数据,885
成为,885
和蔼,883
卡死,883
快点,882
客服,882
很烦,881
给你个,881
第二,879
我爱你,879
安排,878
不住,878
谢谢您,876
我会,871
流畅,870
骄傲,869
单位,866
剥削,866
语音,865
五期,862
意见,860
时长,858
效果,856
腾讯,856
？！,856
丰富,854
三学,852
批改,852
高兴,852
接受,850
心里,849
教育局,848
10,848
不在,845
零星,845
有错,845
竟然,845
主任,843
复杂,840
情绪,839
实是,837
主要,837
被迫,837
有意,836
能用,836
看完,831
修复,830
玩意儿,830
坚持,828
有没有,825
发明,824
清楚,824
。。。,824
班主,823
班主任,819
下来,813
提前,813
意义,813
！！:,812
不满,811
回来,811
没想到,810
从来,810
版本,810
讲课,808
其他软件,806
是非,805
上去,805
崩溃,801
初中,799
简洁,799
加班,799
未成,797
及时,795
愉快,794
清晰,792
劳动,790
监控,790
上上,786
明天,786
授课,786
查看,785
求求,782
鼓励,780
公关,779
美颜,778
不见,776
迟到,774
强迫,773
永远,773
未成年,773
监督,771
互动,769
沟通,769
回复,768
一种,766
贡献,765
早点,765
实现,764
成年人,764
非常感谢,763
说话,763
告诉,762
内存,761
没事,761
不足,759
下课,758
小孩,758
不明,757
来看,757
标题,757
那种,751
限制,751
一节课,751
挺不错,749
面对,748
哪里,747
体会,745
研发,744
发出,744
监视,741
统计,739
幼稚,738
到底,732
），,730
服务器,730
务器,730
没法,728
好意,728
表示,726
功能齐全,725
要死,723
666,721
人民,718
方便快捷,718
全国,716
得到,716
👍:,716
一大,716
权限,714
舒服,712
本事,709
拯救,709
照片,708
一只,708
感动,707
压榨,706
表情,705
稳定,705
！！！！！,705
交流,702
改变,701
收到,701
没人,700
害人,700
会用,699
不一,698
关闭,697
素质,695
整个,694
播放,692
伤害,692
感到,690
上课时,690
特意,690
过去,685
心态,683
后来,682
生在,681
可惜,679
名学,678
痛苦,677
选中,677
平时,676
找到,673
智能,672
无奈,671
分好,671
非要,670
技术,669
美丽,669
时代,668
哪个,667
真实,667
延长,666
搞不懂,665
解释,662
原来,659
亲切,659
真正,657
理性,654
马上,653
专门,653
作用,652
”，,651
弟弟,651
想法,651
送给,651
少年,650
热爱,649
进步,648
铃声,647
反馈,647
毛病,646
广大,645
几次,644
修改,644
怎么办,644
强烈,644
至少,643
远程,642
付出,642
下线,642
画面,641
分享,641
nice,641
打扰,640
可不,640
数学,640
一开,639
原本,639
四星,637
烦人,636
小心,636
此生,636
取消,635
总体,635
学到,635
控制,634
代表,633
段时间,627
燕子,626
好不好,626
些小,625
好像,625
名字,624
续加,623
费时,623
好看,623
只不过,623
王者,622
教师,621
全面,619
做出,619
滑稽,617
差劲,616
千万,615
毫无,615
无脑,615
尊重,613
一会,613
形式,612
一堆,612
不敢,612
尤其,611
莫名,607
质量,606
满足,606
进入,605
好意思,605
基本,603
微笑,602
费时间,602
00,602
果断,602
拍照,601
做到,599
祸害,599
父母,598
样子,598
没错,598
共享,597
翅膀,597
举报,596
每日,595
满分,593
生气,593
中学,591
冲冲,590
故意,589
一位,588
兄弟,587
五岁,587
不同,586
剩下,586
平板,586
用心,584
半天,584
七八,584
看不到,582
提示音,580
了解,579
会卡,579
❤️,579
定给,578
整天,577
）:,577
再见,577
加入,575
多出,575
负责,574
身上,571
怎么样,571
空间,569
不动,568
能力,567
折磨,567
无悔,567
删除,565
不小,563
定会,563
中小,563
多功能,561
生来,561
浪费时间,561
大部,560
发展,560
上来,560
相遇,558
改作,558
好玩,555
进度,551
回答,550
不少,550
有别,549
我心,548
处理,548
幸福,548
不用谢,548
打游戏,547
nb,545
编辑,544
升级,543
角度,542
占用,542
儿子,541
是否,540
大部分,539
干什么,539
自律,538
噩梦,537
再次,536
好不容易,536
制作,534
不爽,533
反应,533
目前,533
责任,532
啊哈,528
再多,526
轻松,525
还清,525
支付宝,525
请问,524
几分,524
同事,522
倒闭,521
可亲,519
好处,518
玩游,518
位置,517
失败,517
一边,517
玩游戏,517
热闹,517
登录,516
看法,515
向上,515
利用,514
提升,514
抱怨,514
用到,512
不断,511
日子,508
心血,507
登陆,505
变态,503
准备,502
令人,502
内心,502
面孔,501
不对,499
改善,498
辈子,498
督促,497
姐姐,497
上个,496
高中生,495
个人隐私,495
乱七八糟,495
英语,494
广告,494
设备,493
联系,493
我家,493
学子,492
记得,491
美的,491
温暖,491
没看,490
时刻,489
需求,489
关键,488
dd,488
giao,488
注意,487
养成,487
所谓,487
添加,486
神器,485
玩笑,485
尽快,485
有效,485
道德,485
流量,484
精神,484
天气,482
分数,481
遇到,480
。（,479
态度,479
背后,479
初中生,479
中小学,479
不准,478
！（,478
工资,478
一条,477
不再,477
乐趣,477
流氓,477
算是,476
OK,476
和蔼可亲,476
气死我,476
可恶,476
申请,475
良好,475
回事,475
做好,475
自觉,474
机上,474
不配,473
以下,472
账号,472
助手,471
表达,470
充满,469
审批,469
很快,467
安装,466
身体,465
宝贝,465
暂停,464
唯一,464
～:,464
一半,463
谢谢你们,463
受不了,462
不好意思,462
ipad,462
刚刚,461
合理,461
安全,461
害得,461
思考,459
按时,459
说真的,458
环境,458
珍惜,457
。。,457
不太好,457
24,457
大大,456
给予,456
长大,456
实在太,456
一份,454
方法,453
心理,453
识别,453
天下,453
学学,452
这段,452
补课,451
有意思,449
哥哥,447
脸庞,447
普通,446
发送,446
面子,446
接触,445
高一,445
气死我了,445
不理,444
帮手,444
作者,444
不该,444
童年,444
投诉,443
莫名其妙,442
大人,442
打电话,441
一遍,440
造成,440
科技,440
学业,439
一一,438
选项,438
保存,437
日常,437
2020,436
近视,436
救救,435
一期,435
繁琐,434
ding,434
能见,434
想用,432
加上,431
了了,430
**,430
无数,429
初二,429
忘记,427
半夜,427
大多,426
随便,426
忍不住,426
今年,426
期待,425
机器,423
身为,423
天天向上,423
推送,422
缺点,421
三星,421
笔记,420
陪伴,420
开启,420
极差,420
实际,419
之间,419
创造,419
圈子,419
说明,418
该是,417
享受,417
道理,417
越做越,417
未成年人,417
欺负,417
打不开,415
拒绝,412
说起,411
着手,410
搞笑,409
专业,409
一年,408
进不去,408
家庭,408
六点,408
友好,407
不怎么,407
听见,406
中小学生,405
不为,404
太大,404
下午,404
时光,403
状态,403
批评,403
注册,402
点点,402
发人,402
十几,401
个个,401
出门,401
苦苦,400
不易,400
禁言,400
错误,399
教育部,398
几分钟,397
落下,396
废物,396
屏蔽,395
梦想,395
从来没,395
何必,395
不解,395
”:,395
好帮手,395
万恶,394
初一,393
负担,393
后悔,392
伟大,391
所有人,391
图标,390
中学生,390
点卡,390
低于,390
价值,389
错过,389
推广,389
退学,389
支援,388
不掉,388
早就,387
公平,387
还给,387
整体,386
网卡,385
画质,385
同情,384
一把,384
大堆,384
可怕,383
回到,383
特地,383
逆子,383
一段,382
视力,382
常时,382
力量,382
老师上课,381
发不,381
三个,380
有趣,380
爸妈,380
一个月,379
允许,379
一大堆,379
周末,378
正在,378
最爱,378
30,377
速度,377
慢慢,377
成熟,376
成果,376
规定,376
生就,376
翻倍,376
好使,375
熟悉,373
新版,373
太阳,373
nm,373
五天,373
这点,372
多次,372
积极,371
疯狂,371
减少,370
上线,370
过程,369
尴尬,369
。。。:,369
好惨,369
大木,369
一件,368
发生,368
20,368
见面,367
期生,366
想着,365
拜托,365
昨天,365
上着,364
小可,363
录音,363
没用过,363
手动,362
人数,362
无限,362
度过,362
反感,362
研究,361
后面,360
小孩子,360
说好,360
辛辛苦苦,359
单纯,359
委屈,359
成长,359
下降,359
太烦,358
加载,357
赶快,357
要脸,357
能开,356
文档,356
第三,356
多数,356
阶级,356
对了,355
当前,355
国人,355
午夜,355
动不动,355
做作,355
不适,354
长时间,353
通讯,352
一时,352
星期,352
发布,351
绑架,351
验证,351
溢出,351
淘宝,350
培训,350
一软,350
…:,350
也许,349
怎样,349
很久,349
流程,349
点名,348
抱歉,348
生命,348
qq,347
不能不,345
要说,344
删了,344
估计,344
道钉,343
要为,343
人脸,342
电视,341
挺住,341
现实,340
多多,340
有理,340
客户,340
权利,340
一批,340
过于,339
消失,339
厌学,339
做作业,339
将来,338
👍🏻,338
花里胡哨,337
最大,336
再来,336
本主,336
烂烂,336
海洋,335
第一个,334
一步,334
cp,334
十分钟,333
可不可以,332
一心,332
多亏,332
不必,332
学期,331
保证,331
须要,331
复习,331
收费,331
放心,331
没得,331
资本主义,331
依然,330
无比,330
在手,330
善良,330
一声,330
软件开发,330
你们好,330
下雨,330
面前,329
来讲,329
短信,329
答案,328
随意,328
倍速,328
发言,328
社交,328
失去,328
几年,327
开发商,327
？？？？,327
别下,327
负分,327
青少,326
青少年,326
用者,326
愤怒,326
通话,326
最低,326
人心,326
无关,326
][,326
批改作业,325
多年,325
师生,325
想象,325
不合,325
前来,325
流氓软件,325
好开心,325
SB,325
真不错,324
人权,324
！！！！！！,324
使用者,323
最多,323
真不知道,322
零分,322
自我,321
叔叔,321
语文,321
推出,320
检查,320
但有,319
看不下去,319
超过,319
学会,319
怎么回事,319
肺炎,319
神经,318
反对,317
道歉,316
小小,316
打算,316
笑容,316
得有,316
12,316
力学,316
卑微,316
有声,315
假作,314
刷屏,314
习平,313
——,313
996,313
组织,312
是从,312
动力,312
贴心,311
抵制,311
100,311
不及,311
一个个,310
高分,310
头发,310
管理员,309
两天,309
填表,309
难过,309
美妙,309
差点,308
🙂:,308
懂得,307
几乎,307
全屏,306
准时,306
现象,305
没上,305
无所,305
家中,304
熬夜,304
👌:,304
为何,304
七点,303
不忍,303
让我学,303
调整,301
同样,301
证明,301
一天天,301
不支,301
撒气,301
智障,301
泄愤,300
自学,300
